counterfeit_smiles,parent_smiles,category,similarity_to_parent,qed,sa_score,p_counterfeit,n_edited_atoms,edited_atoms
CCCCc1cn2cc(-c3cccnc3)ccc2n1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.417,0.707,2.24,,4,0 1 2 3
Cc1ccc(C(=O)Nc2cn3cc(-c4ccncc4)ccc3n2)cc1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.562,0.619,2.18,,2,16 17
c1ccc(-c2cn3cc(-c4cccnc4)ccc3n2)cc1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-c4cccnc4)ccc3n2)cc1,evolved,0.42,0.55,2.02,,6,0 1 2 3 19 20
CCCCc1nn(C(=O)CCN)c(=O)n1Cc1ccccn1,CCCCc1nn(C(=O)CCC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,evolved,0.4,0.817,2.59,,2,11 21
C[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O,evolved,0.621,0.547,4.83,,1,0
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](c5ccccc5)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O,evolved,0.566,0.514,4.67,,6,12 13 14 15 16 17
N#Cc1ccc2c(c1)COC2(CC(=O)O)c1ccccc1,CN(C)CCCC1(c2ccc(/C=C/c3ccccc3)cc2)OCc2cc(C#N)ccc21,evolved,0.443,0.937,3.02,,2,13 14
N#Cc1ccc2c(c1)COC2(CCCCO)c1ccccc1,CN(C)CCCC1(c2ccc(/C=C/c3ccccc3)cc2)OCc2cc(C#N)ccc21,evolved,0.541,0.858,3.01,,2,14 15
CCOc1cc(O)c2cc3c(cc2n1)OCO3,COc1cccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c1,evolved,0.44,0.86,2.47,,3,0 1 2
COc1cccc(-c2cc(O)c3ccc(OC)cc3n2)c1,COc1cccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c1,evolved,0.563,0.796,1.97,,2,15 16
COc1cccc(-c2cc(OC)c3ccc(OC)cc3n2)c1,COc1cccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c1,evolved,0.429,0.731,1.81,,3,11 16 17
COc1cccc(-c2cc(C)c3ccc(OC)cc3n2)c1,COc1cccc(-c2cc(O)c3cc4c(cc3n2)OCO4)c1,evolved,0.429,0.719,1.8,,3,10 15 16
COCC[C@@]1(CN)CC[C@H]2CCCCC[C@@H]2C1,NC[C@]1(CC(=O)O)CC[C@H]2CCCCC[C@@H]2C1,evolved,0.509,0.816,3.52,,1,0
CCCC[C@@]1(CN)CC[C@H]2CCCCC[C@@H]2C1,NC[C@]1(CC(=O)O)CC[C@H]2CCCCC[C@@H]2C1,evolved,0.518,0.765,3.43,,2,0 1
CCCOc1cc2c(N3CCC(N)CC3)ncnc2cc1OC,CCCCNC(=O)NC1CCN(c2ncnc3cc(OC)c(OC)cc23)CC1,evolved,0.483,0.913,2.3,,2,0 1
CCCOc1cc2c(N3CCC(C)CC3)ncnc2cc1OC,CCCCNC(=O)NC1CCN(c2ncnc3cc(OC)c(OC)cc23)CC1,evolved,0.489,0.842,2.19,,3,0 1 12
CCN1CCC(Nc2nc(C)nc3cc(OC)c(OC)cc23)CC1,COc1cc2nc(NCCCN(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,evolved,0.424,0.91,2.23,,2,0 10
COc1cc2nc(C)nc(NC3CCN(c4ccccc4)CC3)c2cc1OC,COc1cc2nc(NCCCN(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,evolved,0.41,0.723,2.17,,7,7 15 16 17 18 19 20
COc1cc2nc(C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,COc1cc2nc(NCCCN(C)C)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,evolved,0.634,0.683,2.15,,1,7
COc1ccc(Cc2ccccc2OC)cc1O,COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O,evolved,0.473,0.898,1.68,,2,13 14
COc1ccc(Cc2ccccc2)cc1O,COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O,evolved,0.571,0.851,1.52,,0,
Cn1cc(C(=O)Cc2ccccc2)cc1C=CCO,Cn1cc(C(=O)CCCc2ccccc2)cc1/C=C/C(=O)NO,evolved,0.423,0.834,2.48,,7,7 8 9 10 11 12 18
Cn1cc(C(=O)CCCc2ccccc2)cc1CC(=O)O,Cn1cc(C(=O)CCCc2ccccc2)cc1/C=C/C(=O)NO,evolved,0.534,0.796,2.21,,3,18 19 20
Cn1cc(C(=O)CCCc2ccccc2)cc1CCc1ccccc1,Cn1cc(C(=O)CCCc2ccccc2)cc1/C=C/C(=O)NO,evolved,0.542,0.531,2.09,,7,18 19 20 21 22 23 24
Cn1cc(C(=O)CCCCc2ccccc2)cc1-c1ccccc1,Cn1cc(C(=O)CCCc2ccccc2)cc1/C=C/C(=O)NO,evolved,0.42,0.429,2.02,,13,9 10 11 12 13 14 15 18 19 20 21 22 23
Nc1nc2c(ncn2OCCC(F)(F)F)c(=O)[nH]1,Nc1nc2c(ncn2OCC(CO)CO)c(=O)[nH]1,evolved,0.585,0.817,3.18,,3,12 13 14
CCCCCCOn1cnc2c(=O)[nH]c(N)nc21,Nc1nc2c(ncn2OCC(CO)CO)c(=O)[nH]1,evolved,0.559,0.737,2.81,,3,0 1 2
Nc1nc2c(ncn2OCc2ccccc2)c(=O)[nH]1,Nc1nc2c(ncn2OCC(CO)CO)c(=O)[nH]1,evolved,0.551,0.704,2.54,,6,10 11 12 13 14 15
Cc1ccccc1OCC(O)c1ccccc1,Cc1ccccc1OCC(O)CNC(C)C,evolved,0.473,0.871,2.03,,6,11 12 13 14 15 16
Cc1ccccc1OCCOc1ccccc1C,Cc1ccccc1OCC(O)CNC(C)C,evolved,0.426,0.743,1.51,,7,11 12 13 14 15 16 17
Cc1ccccc1OCCO,Cc1ccccc1OCC(O)CNC(C)C,evolved,0.42,0.708,1.49,,0,
Cc1ccccc1OCC(C)C,Cc1ccccc1OCC(O)CNC(C)C,evolved,0.543,0.667,1.48,,1,11
CCOc1ccccc1C,Cc1ccccc1OCC(O)CNC(C)C,evolved,0.426,0.606,1.23,,0,
CCc1cc2c(s1)C(N1CCN(CC)CC1)=Nc1cc(C)ccc1N2,CCc1cc2c(s1)C(N1CCN(C)CC1)=Nc1cc(F)ccc1N2,evolved,0.573,0.868,2.85,,2,13 20
CCc1cc2c(s1)C(N1CCN(OC)CC1)=Nc1cc(C)ccc1N2,CCc1cc2c(s1)C(N1CCN(C)CC1)=Nc1cc(F)ccc1N2,evolved,0.553,0.885,3.13,,3,12 13 20
CN1CCN(C2=Nc3cc(F)ccc3Nc3cc(-c4ccccc4)sc32)CC1,CCc1cc2c(s1)C(N1CCN(C)CC1)=Nc1cc(F)ccc1N2,evolved,0.627,0.637,2.71,,6,18 19 20 21 22 23
Cc1ccc(O[C@H](CCO)c2ccccc2)c(C)c1,CNCC[C@@H](Oc1ccc(I)cc1C)c1ccccc1.Cl,evolved,0.47,0.881,2.31,,2,0 9
CNCC[C@@H](Oc1ccccc1)c1ccccc1,CNCC[C@@H](Oc1ccc(I)cc1C)c1ccccc1.Cl,evolved,0.492,0.836,2.21,,0,
Cc1cc(I)ccc1OC(C)C,CNCC[C@@H](Oc1ccc(I)cc1C)c1ccccc1.Cl,evolved,0.414,0.752,1.94,,1,11
N=C(Cc1ccccc1)C1CN2CCCCc3cccc(c32)O1,c1cc2c3c(c1)OC(C1=NCCN1)CN3CCCC2,evolved,0.432,0.874,3.02,,9,0 1 2 3 4 5 6 7 8
c1cc2c3c(c1)OC(CCCN1CCOCC1)CN3CCCC2,c1cc2c3c(c1)OC(C1=NCCN1)CN3CCCC2,evolved,0.407,0.853,2.9,,9,8 9 10 11 12 13 14 15 16
c1ccc(C2CN3CCCCc4cccc(c43)O2)cc1,c1cc2c3c(c1)OC(C1=NCCN1)CN3CCCC2,evolved,0.575,0.773,2.61,,5,0 1 2 18 19
O=C(O)Cc1ccc(Cl)cc1C(=O)c1ccccc1,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.452,0.871,1.75,,4,0 1 2 3
CCNc1ccc(Cl)cc1C(=O)c1ccccc1,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.446,0.841,1.68,,0,
CN(C(=O)CN)c1ccc(Cl)c(C(=O)c2ccccc2)c1,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.5,0.883,2.07,,7,0 1 2 3 4 5 10
O=C(c1ccccc1)c1cc(Cl)ccc1O,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.458,0.807,1.54,,1,15
O=C(c1ccccc1)c1cc(Cl)ccc1Cl,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.482,0.73,1.48,,1,15
Cc1ccc(Cl)cc1C(=O)c1ccccc1,CN(C(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1,evolved,0.475,0.716,1.45,,1,0
C[C]1C[C@H](O)[C@H]2[C@@H](CC=C3CC(=O)CC[C@@]32C)[C@@H]1CCC(C)=O,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,evolved,0.435,0.808,4.58,,3,20 21 22
C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)C(=O)Cc1ccccc1,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,evolved,0.663,0.54,4.47,,8,25 26 27 28 29 30 31 32
C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)C(=O)CCc1ccccc1,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,evolved,0.632,0.508,4.46,,9,25 26 27 28 29 30 31 32 33
CCCCCCCCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,evolved,0.736,0.381,4.43,,7,0 1 2 3 4 5 6
NCC(O)COc1ccc(-c2ccccc2)cc1,COCCc1ccc(OCC(O)CN)cc1,evolved,0.455,0.845,2.09,,6,10 11 12 13 14 15
NCC(O)COc1ccc(Oc2ccc(Cl)cc2)cc1,COCCc1ccc(OCC(O)CN)cc1,evolved,0.446,0.859,2.22,,8,10 11 12 13 14 15 16 17
COCCc1ccc(OC)cc1,COCCc1ccc(OCC(O)CN)cc1,evolved,0.478,0.68,1.38,,0,
O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2CO,O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O,evolved,0.62,0.882,2.88,,0,
O=C(O)c1cccc(C(=O)c2ccc3n2CCCC3Oc2ccccc2)c1,O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O,evolved,0.402,0.687,2.83,,10,0 1 2 19 20 21 22 23 24 25
O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2c1ccccc1,O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O,evolved,0.6,0.595,2.7,,6,18 19 20 21 22 23
O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2Oc1ccccc1,O=C(c1cccc(Cl)c1)c1ccc2n1CCCC2C(=O)O,evolved,0.57,0.598,2.8,,7,18 19 20 21 22 23 24
COc1ccc2c3c1OC(Oc1ccc(F)cc1)C31CCN(C)C(C2)C1O,C=C[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O,evolved,0.427,0.899,5.03,,9,10 11 12 13 14 15 16 17 26
COc1ccc2c3c1OC(c1ccccc1Cl)C31CCN(C)C(C2)C1O,C=C[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O,evolved,0.427,0.879,4.92,,8,10 11 12 13 14 15 16 25
CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[CH][C@@H]3C(C)=O)C2)O[C@@H](C)[C@@H]1O,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3[C@H](O)C[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,evolved,0.419,0.787,4.8,,3,16 17 18
CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H](Cc4ccccc4)[C@@H]3C)C2)O[C@@H](C)[C@@H]1O,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3[C@H](O)C[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,evolved,0.408,0.688,4.39,,8,15 16 17 18 19 20 21 23
CC[C@@H]1CC[C@@H]2C[C@@H](O[C@H]3C[C@H](OC)[C@@H](O)[C@H](C)O3)CC[C@]2(C)[C@H]1[C@@H](C)O,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3[C@H](O)C[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)O[C@@H](C)[C@@H]1O,evolved,0.403,0.71,4.76,,5,0 1 24 25 26
CC(=O)c1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2C,CCS(=O)CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,evolved,0.404,0.795,2.27,,3,0 1 2
CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,CCS(=O)CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,evolved,0.427,0.787,2.22,,1,17
CCO[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCOC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,evolved,0.674,0.793,4.57,,2,0 7
CCCCC(=O)[C@@]1(c2ccccc2)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCOC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,evolved,0.486,0.607,4.42,,9,0 1 2 7 8 9 10 11 12
NS(=O)(=O)c1nnc(NC(=O)c2ccc(Cl)cc2)s1,NCCC(=O)Nc1nnc(S(N)(=O)=O)s1,evolved,0.441,0.822,2.08,,7,11 12 13 14 15 16 17
NS(=O)(=O)c1nnc(NC(=O)c2ccccc2)s1,NCCC(=O)Nc1nnc(S(N)(=O)=O)s1,evolved,0.482,0.793,2.02,,6,11 12 13 14 15 16
NS(=O)(=O)c1nnc(NC(=O)c2ccc(-c3ccccc3)cc2)s1,NCCC(=O)Nc1nnc(S(N)(=O)=O)s1,evolved,0.422,0.691,1.99,,12,11 12 13 14 15 16 17 18 19 20 21 22
CCC(=O)Nc1ccc(Oc2ccnc(NC)c2)c(F)c1,CC1(C(=O)Nc2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3F)ccn2)CC1,evolved,0.42,0.885,2.1,,2,0 1
COc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1F,CC1(C(=O)Nc2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3F)ccn2)CC1,evolved,0.528,0.742,1.92,,1,0
N[C@@H](CCC(=O)Nc1ccccc1Cl)C(=O)O,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,evolved,0.419,0.744,2.16,,1,13
O=C(Cc1ccccc1F)Nc1ccc([N+](=O)[O-])cc1,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,evolved,0.409,0.688,1.66,,7,3 4 5 6 7 8 9
O=C(Nc1ccc(Cl)cc1)Nc1ccc([N+](=O)[O-])cc1,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,evolved,0.414,0.664,1.58,,8,2 3 4 5 6 7 8 9
CC(=O)Nc1ccc([N+](=O)[O-])cc1,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,evolved,0.442,0.554,1.51,,0,
[2H]c1c(F)c2c(c([2H])c1[N+](=O)[O-])C(c1ccccc1N)=NCC(=O)N2[2H],[2H]c1c([2H])c([N+](=O)[O-])c([2H])c2c1N([2H])C(=O)CN=C2c1ccccc1Cl,evolved,0.4,0.502,4.25,,2,3 19
[2H]c1c(-c2ccccc2Cl)c([N+](=O)[O-])c([2H])c2c1N([2H])C(=O)CN=C2c1ccccc1N,[2H]c1c([2H])c([N+](=O)[O-])c([2H])c2c1N([2H])C(=O)CN=C2c1ccccc1Cl,evolved,0.494,0.382,3.9,,8,3 4 5 6 7 8 9 31
COc1cc2c(N3CC[C@@H](OC)C3)ncnc2cc1CO,COc1cc2ncnc(N3CC[C@@H](Oc4ccccc4Cl)C3)c2cc1OC,evolved,0.466,0.916,2.89,,3,11 19 20
COc1cc2ncnc(N3CCCC3)c2cc1OF,COc1cc2ncnc(N3CC[C@@H](Oc4ccccc4Cl)C3)c2cc1OC,evolved,0.412,0.851,2.45,,1,18
CC[C@@H]1CCN(c2ncnc3cc(OC)c(OC)cc23)C1,COc1cc2ncnc(N3CC[C@@H](Oc4ccccc4Cl)C3)c2cc1OC,evolved,0.531,0.865,2.61,,2,0 1
CC[C@@H]1CCN(c2ncnc3cc(OCCO)c(OC)cc23)C1,COc1cc2ncnc(N3CC[C@@H](Oc4ccccc4Cl)C3)c2cc1OC,evolved,0.426,0.881,2.77,,4,0 1 15 16
COc1cc2ncnc(N3CCCC3)c2cc1-c1ccccc1Cl,COc1cc2ncnc(N3CC[C@@H](Oc4ccccc4Cl)C3)c2cc1OC,evolved,0.409,0.701,2.11,,7,17 18 19 20 21 22 23
O=C(NCc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)c(O)c1,evolved,0.405,0.901,3.17,,6,4 5 6 7 8 9
CC(C)CN(CC(O)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccc(N)c(O)c1,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)c(O)c1,evolved,0.404,0.427,3.05,,9,8 9 10 11 12 13 14 15 16
CCNC(=O)COc1ccc2ccccc2c1,Cc1c(NC(=O)COc2ccc3ccccc3c2)ccc2nc(N)nc(N)c12,evolved,0.456,0.874,1.58,,2,0 1
O=C(O)COc1ccc2ccccc2c1,Cc1c(NC(=O)COc2ccc3ccccc3c2)ccc2nc(N)nc(N)c12,evolved,0.408,0.83,1.5,,1,2
CCC1(c2ccccc2)NC(=O)N(Cc2ccccc2)C1=O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccccc1,evolved,0.517,0.881,2.34,,2,0 1
CCC1(c2ccccn2)NC(=O)N(Cc2ccccc2)C1=O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccccc1,evolved,0.418,0.881,2.69,,3,0 1 8
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1c1ccccc1,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccccc1,evolved,0.404,0.746,2.09,,6,19 20 21 22 23 24
CC(C)OC1Nc2cc(Cl)c(S(=O)(=O)F)cc2S(=O)(=O)N1,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(F)F)NS2(=O)=O,evolved,0.408,0.792,3.96,,5,0 1 2 3 14
CC[C@@H](C)CS[C@H]1CO[C@H](CNC(=O)[C@@H](C)N)C1,C[C@@H](N)C(=O)NC[C@@H]1C[C@@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)C3[C@H]2C)CO1,evolved,0.409,0.736,4.15,,5,0 1 2 3 4
CN1CCN(CCC2=Nc3ccccc3Nc3ccsc32)CC1,CN1CCN(C2=Nc3ccccc3Nc3ccsc32)CC1,evolved,0.519,0.935,2.76,,9,0 1 2 3 4 5 6 21 22
CN(C)CCN(C)C1=Nc2ccccc2Nc2ccsc21,CN1CCN(C2=Nc3ccccc3Nc3ccsc32)CC1,evolved,0.418,0.943,2.9,,7,0 1 2 3 4 5 6
c1ccc2c(c1)N=C(N1CCOCC1)c1sccc1N2,CN1CCN(C2=Nc3ccccc3Nc3ccsc32)CC1,evolved,0.712,0.807,2.64,,1,11
c1ccc(N2CCN(C3=Nc4ccccc4Nc4ccsc43)CC2)cc1,CN1CCN(C2=Nc3ccccc3Nc3ccsc32)CC1,evolved,0.731,0.682,2.44,,6,0 1 2 3 24 25
c1ccc(C2=Nc3ccccc3Nc3ccsc32)cc1,CN1CCN(C2=Nc3ccccc3Nc3ccsc32)CC1,evolved,0.432,0.521,2.42,,6,0 1 2 3 18 19
CC1=C(O)C(=O)N(Cc2ccc(-c3ccc(Cl)cc3)cc2)C1,CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Cl)cc2)C1,evolved,0.453,0.923,2.15,,7,12 13 14 15 16 17 18
O=C1C(O)=C(c2ccc(Cl)cc2)CN1Cc1ccc(Cl)cc1,CCOC(=O)C1=C(O)C(=O)N(Cc2ccc(Cl)cc2)C1,evolved,0.453,0.909,2.14,,7,5 6 7 8 9 10 11
CCc1nn2c3cccc(O)c3c(=O)c3c(NCC(C)C)ccc1c32,NCCCCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23,evolved,0.515,0.557,2.77,,2,0 20
O=c1c2c(O)cccc2n2nc(CO)c3ccc(CCF)c1c32,NCCCCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23,evolved,0.406,0.568,3.04,,4,13 18 19 20
CCc1nn2c3cccc(O)c3c(=O)c3c(NCc4ccccc4)ccc1c32,NCCCCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23,evolved,0.52,0.463,2.55,,7,0 18 19 20 21 22 23
O=c1c2c(O)cccc2n2nc(Cc3ccccc3)c3ccc(Nc4ccccc4)c1c32,NCCCCNc1ccc2c(CNCCO)nn3c4cccc(O)c4c(=O)c1c23,evolved,0.435,0.373,2.52,,12,13 14 15 16 17 18 24 25 26 27 28 29
CC(C)CCn1cnc2c(N)ncnc21,C[C@H](Cn1cnc2c(N)ncnc21)N(CCP(=O)(O)O)CC(=O)O,evolved,0.438,0.823,2.34,,2,0 2
CCC(C)CCn1cnc2c(N)ncnc21,C[C@H](Cn1cnc2c(N)ncnc21)N(CCP(=O)(O)O)CC(=O)O,evolved,0.416,0.851,2.9,,3,0 1 3
CC(C)N(C(C)CCn1cnc2c(N)ncnc21)C1CCC1,C[C@H](Cn1cnc2c(N)ncnc21)N(CCP(=O)(O)O)CC(=O)O,evolved,0.4,0.887,3.37,,9,0 1 2 3 5 18 19 20 21
N#C[C@@H]1CCCN1C(=O)CNCc1ccccc1,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,evolved,0.688,0.867,2.51,,6,12 13 14 15 16 17
O=C(CNCCc1ccccc1)Cc1ccccc1,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,evolved,0.418,0.769,1.68,,7,12 13 14 15 16 17 18
N#C[C@@H]1CCCN1NC(=O)CCc1ccccc1,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,evolved,0.421,0.874,2.86,,10,0 1 2 3 4 5 6 7 8 9
N#C[C@@H]1CCCN1C(=O)CCOc1ccccc1,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,evolved,0.453,0.813,2.45,,8,10 11 12 13 14 15 16 17
N#C[C@@H]1CCCN1C(=O)CCc1ccccc1,N#C[C@@H]1CCCN1C(=O)CNCCc1ccccc1,evolved,0.615,0.795,2.38,,7,10 11 12 13 14 15 16
COc1cc2c(Nc3ccc(OC)c(Cl)c3F)ncnc2cc1C,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,evolved,0.434,0.753,2.32,,3,11 12 23
COc1cc2ncnc(Nc3ccc(OC)c(Cl)c3F)c2cc1OC,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,evolved,0.511,0.733,2.27,,2,14 15
O=C1CN=C(c2ccc(F)cc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2N1,evolved,0.528,0.86,2.23,,2,9 15
C[N+](=O)c1ccc2c(c1)C(c1ccc(F)cc1)=NCC(=O)N2,O=C1CN=C(c2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2N1,evolved,0.569,0.866,2.66,,2,0 14
CO[N+](=O)c1ccc2c(c1)C(c1ccc(C)cc1)=NCC(=O)N2,O=C1CN=C(c2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2N1,evolved,0.547,0.886,2.85,,2,0 15
O=C1CN=C(c2ccc(F)cc2)c2cc(-c3ccccc3)ccc2N1,O=C1CN=C(c2ccc(Cl)cc2)c2cc([N+](=O)[O-])ccc2N1,evolved,0.438,0.748,2.15,,7,9 15 16 17 18 19 20
COc1ccccc1CCc1ccc2c(c1)CCS2(=O)=O,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2c(c1)CCS2(=O)=O,evolved,0.441,0.872,2.28,,8,0 1 2 3 4 5 6 7
CN1C(=O)CN=C(c2ccccc2)c2cc(CCO)ccc21,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,evolved,0.575,0.942,2.27,,2,17 18
CCCc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,evolved,0.592,0.852,2.19,,2,0 1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cc3ccccc3)ccc21,CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,evolved,0.568,0.707,2.13,,6,17 18 19 20 21 22
